"Geschäftsnummer","Bewilligungsdatum","Endverbraucherland","AG (GKV)","MTCR (GKV)","NSGI (GKV)","NSGII (GKV)","WA (GKV)","ML (GKV)","Anhang 5.1","Anhang 5.2","Anhang 5.3","ChKV","Wert"
15572,04/25/2014,"China",,,,"2B201b1",,,,,,,798000
15573,04/25/2014,"China",,,,,"2B001d",,,,,,233100
15537,04/28/2014,"China",,,,"2B201b","2B001c",,,,,,45000
15574,04/28/2014,"Tunesien",,,,,"5A002a1a",,,,,,2000000
15575,04/28/2014,"Singapur",,,,,,,,,,"3B16",884
15576,04/29/2014,"Singapur",,,,"1C231",,,,,,,4000
15579,04/29/2014,"Indien",,,,"2B201.b1",,,,,,,551283
15578,04/30/2014,"China",,,,,"6A005a6b2",,,,,,312872
15580,04/30/2014,"Tansania, Vereinigte Republik",,,,,,,5.1,,,,675
15580,04/30/2014,"Tansania, Vereinigte Republik",,,,,,,5.1,,,,1200
15582,04/30/2014,"China",,,,,"2B001a",,,,,,365400
15583,04/30/2014,"Indien",,,,,200,,,,,,175000
15585,05/01/2014,"Indien",,,,,"6A005a6b2",,,,,,555520
15586,05/01/2014,"China",,,,"2B201a1",,,,,,,51150000
15587,05/01/2014,"Israel",,,,,"3A001a10c",,,,,,22324
15588,05/02/2014,"China",,,,"2B201a1",,,,,,,2046000
15589,05/02/2014,"Israel",,"9A110",,,,,,,,,51544
15590,05/02/2014,"Taiwan, Provinz von China",,,,,,"21b4",,,,,68
15591,05/02/2014,"Ägypten",,,,,,,5.1,,,,4515
15592,05/02/2014,"Indien",,,,"2B201b1",,,,,,,235000
15593,05/05/2014,"Peru",,,,,"5A002a1a",,,,,,6505
15594,05/05/2014,"Monaco",,,,,,,5.1,,,,8700
15555,05/06/2014,"Jordanien",,,,,,"10a",,,,,65000000
15595,05/06/2014,"Kolumbien",,,,,,,5.1,,,,26030
15596,05/07/2014,"Israel",,,,,"3A001g2",,,,,,26803
15598,05/07/2014,"Libanon",,,,,"5A002a1a",,,,,,1100
15599,05/07/2014,"China","2B352b",,,,,,,,,,79266
15600,05/07/2014,"Singapur",,,,"2B201b1",,,,,,,385112
15601,05/07/2014,"Singapur",,,,"2B201b1",,,,,,,505349
15602,05/07/2014,"Ukraine",,,,"2B201b","2B001c",,,,,,92000
15603,05/07/2014,"Frankreich",,,,"2B201a1","2B001b2",,,,,,419876
15604,05/08/2014,"Bosnien und Herzegowina",,,,,,,,5.2,,,20000
15605,05/08/2014,"Großbritannien (Vereinigtes Königreich)",,,,,,"10c",,,,,61500
15606,05/08/2014,"Israel",,,,,"7A002a+b",,,,,,579800
15607,05/08/2014,"Deutschland",,,,"2B201a1","2B001b2",,,,,,450962
15608,05/08/2014,"China",,,,"2B201b1",,,,,,,776962
15609,05/08/2014,"Thailand","2B350g3",,,,,,,,,,685
15609,05/08/2014,"Thailand","2B350g3",,,,,,,,,,500
15610,05/08/2014,"Iran, Islamische Republik (SG)",,,,,,,,,,,312
15611,05/09/2014,"Bosnien und Herzegowina",,,,,,,5.1,,,,1000
15612,05/09/2014,"Iran, Islamische Republik (SG)",,,,,,,,,,,26698
15613,05/12/2014,"Hong Kong",,,,,"3A001a5a3",,,,,,64900
15614,05/12/2014,"Israel",,,,,,"10c",,,,,143500
15615,05/12/2014,"Israel",,,,,,"10c",,,,,61500
15616,05/12/2014,"China",,,,"2B201a1","2B001b2",,,,,,754620
15617,05/12/2014,"China",,,,"2B201b1",,,,,,,1080000
15618,05/12/2014,"Sri Lanka",,,,,,,5.1,,,,5498
15622,05/12/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,312840
15619,05/13/2014,"Russische Föderation",,,,"2B001a1","2B001b2",,,,,,617767
15620,05/13/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,337527
15621,05/13/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,157900
15623,05/13/2014,"Ukraine",,,,"2B201b1","2B001c1",,,,,,177000
15624,05/13/2014,"China",,,,"2B201b1",,,,,,,418586
15625,05/14/2014,"Türkei",,,,"2B001a","2B001a",,,,,,123209
15626,05/14/2014,"Vereinigte Staaten",,,,,,,5.1,,,,1678
15627,05/14/2014,"China",,,,,"3A001a2c",,,,,,750700
15628,05/14/2014,"Frankreich",,,,,,,5.1,,,,975
15629,05/14/2014,"Marokko",,,,,,,,5.2,,,300000
15630,05/14/2014,"Deutschland",,,"0B002g",,,,,,,,55442
15631,05/14/2014,"Saudi-Arabien",,,,,,,,5.2,,,650000
15632,05/14/2014,"Bangladesch",,,,,"5A001f",,,,,,1500
15634,05/14/2014,"Tschechische Republik",,,,"2B201b1",,,,,,,430000
15635,05/14/2014,"Tschechische Republik",,,,"2B201b1",,,,,,,372000
15637,05/14/2014,"Deutschland",,,,,,11,,,,,10467
15638,05/14/2014,"Israel","2B350g3",,,,,,,,,,1293
15639,05/15/2014,"China",,,,"2B201b","2B001c",,,,,,449820
15640,05/15/2014,"China",,,,"1C235",,,,,,,11500
15641,05/15/2014,"Indien",,,,,,,5.1,,,,9518
15642,05/15/2014,"Kanada",,,,,,,5.1,,,,2990
15644,05/15/2014,"China",,,,"2B201b","2B001c1",,,,,,1365666
15645,05/15/2014,"China",,,,,"2D002",,,,,,29170
15646,05/15/2014,"Israel",,,,,"6A005a5b",,,,,,16984
15647,05/16/2014,"Indien",,,,,"2B001a",,,,,,193000
15648,05/16/2014,"Italien",,,,"2B201a1","2B001b2",,,,,,351370
15649,05/16/2014,"Kroatien (Hrvatska)",,,,,"1C010b",,,,,,44404
15650,05/16/2014,"China",,,,"2B201a","2B001b2",,,,,,296800
15651,05/16/2014,"China",,,,"3A228c",,,,,,,596000
15652,05/16/2014,"Deutschland","2B350g2",,,,,,,,,,2145
15654,05/16/2014,"China",,,,"2B201a",,,,,,,260000
15656,05/19/2014,"China",,,,,"3A001a2c",,,,,,24570
15657,05/19/2014,"Hong Kong",,,,,"3A001a5a1",,,,,,122850
15659,05/19/2014,"China",,,,,"6A005a6a",,,,,,65880
15660,05/19/2014,"Algerien",,,,,,,,5.2,,,625000
15661,05/19/2014,"Indien",,,,,,,5.1,,,,3300
15662,05/19/2014,"Taiwan, Provinz von China",,,,,,,5.1,,,,6750
15662,05/19/2014,"Taiwan, Provinz von China",,,,,,,5.1,,,,6000
15662,05/19/2014,"Taiwan, Provinz von China",,,,,,,5.1,,,,473
15663,05/19/2014,"Russische Föderation",,,,,"2B001a",,,,,,180000
15664,05/19/2014,"Russische Föderation",,,,"2B001a","2B001a",,,,,,269048
15666,05/19/2014,"Indien",,,,"2B201a",,,,,,,502500
15668,05/19/2014,"Iran, Islamische Republik (SG)",,,,,,,,,,,16
15577,05/20/2014,"Russische Föderation",,,,,"6A005a6b2",,,,,,417775
15665,05/20/2014,"Russische Föderation",,,,,"2B006a",,,,,,144500
15669,05/20/2014,"Saudi-Arabien",,,,,,,5.1,,,,796861
15670,05/20/2014,"Thailand",,,,"2B201a1","2B001b2",,,,,,205000
15671,05/20/2014,"Taiwan, Provinz von China",,,,,"6A005a6b2",,,,,,426160
15636,05/21/2014,"Israel",,,,,"7A003a",,,,,,12186
15655,05/21/2014,"China",,,,"2B201a1","2B001b2",,,,,,260000
15672,05/21/2014,"Hong Kong",,,,,"3A001a5a1",,,,,,48980
15673,05/21/2014,"Indien",,,,,,,5.1,,,,9542
15674,05/21/2014,"Thailand","2B350.i7",,,,,,,,,,605834
15675,05/21/2014,"Russische Föderation",,,,,"2B001a",,,,,,83750
15676,05/21/2014,"Russische Föderation",,,,"2B201a","2B001b",,,,,,539922
15677,05/21/2014,"Russische Föderation",,,,"2B201b1",,,,,,,467350
15679,05/21/2014,"Israel",,,,,"3A001a10c",,,,,,6028
15680,05/21/2014,"Israel",,,,,"3A001a10c",,,,,,6718
15681,05/21/2014,"Israel",,,,,"3A001a10c",,,,,,7000
15682,05/21/2014,"Thailand",,,,,"3A001a10c",,,,,,44813
15683,05/22/2014,"Malaysia",,,,,"5D002",,,,,,50
15685,05/22/2014,"Vietnam",,,,,"5D002",,,,,,50
15687,05/22/2014,"China",,,,"2B201a","2B001b",,,,,,1188298
15688,05/22/2014,"Jordanien","2B350i1",,,,,,,,,,79747
15689,05/22/2014,"Singapur",,,,"1C231",,,,,,,4000
15684,05/23/2014,"Russische Föderation",,,,,"2B001a",,,,,,750000
15690,05/23/2014,"Indien",,,,,,,5.1,,,,2875
15690,05/23/2014,"Indien",,,,,,,5.1,,,,1
15691,05/23/2014,"Russische Föderation",,,,,,,5.1,,,,29925
15692,05/23/2014,"Italien","2B350g2",,,,,,,,,,151488
15693,05/26/2014,"Ukraine","2B350i",,,,,,,,,,18752
15694,05/26/2014,"Italien","2B350g2",,,,,,,,,,50741
15695,05/26/2014,"Indien",,,,,"6A005a6a",,,,,,24478
15696,05/26/2014,"China",,,,"2B201b1",,,,,,,460000
15698,05/26/2014,"Mexiko",,,,,,,5.1,,,,339.9
15699,05/26/2014,"Frankreich",,,,"2B201a1","2B001b2",,,,,,525000
15700,05/26/2014,"Kasachstan",,,,,,,5.1,,,,13100
15701,05/26/2014,"China",,,,"2B201b1",,,,,,,395000
15702,05/26/2014,"China",,,,"2B201b1",,,,,,,1090000
15704,05/26/2014,"China",,,,,"6A005a6b2",,,,,,326000
15706,05/26/2014,"Israel",,,,"1C231",,,,,,,3300
15708,05/26/2014,"Taiwan, Provinz von China",,,,,,,5.1,,,,1500
15597,05/27/2014,"Russische Föderation",,,,"2B201a","2B001b",,,,,,80500
15686,05/27/2014,"Deutschland",,,,,,"21b4",,,,,68
15707,05/27/2014,"China",,"7A103a",,,,,,,,,151596
15709,05/27/2014,"Russische Föderation","2B350.g2",,,,,,,,,,53250
15710,05/27/2014,"Mexiko","2B352d",,,,,,,,,,44627
15711,05/27/2014,"China",,,,"2B201b1",,,,,,,510000
15712,05/27/2014,"Saudi-Arabien",,,,,"5A002a1b3",,,,,,80000
15713,05/27/2014,"Deutschland",,,,,,"21b",,,,,6158
15714,05/27/2014,"Rumänien",,,,"3A228c",,,,,,,4162
15715,05/27/2014,"Belarus",,,,,,,5.1,,,,27136
15697,05/28/2014,"China",,,,"2B201a1","2B001b2",,,,,,682000
15716,05/28/2014,"Rumänien",,,,"3A228c",,,,,,,61015
15717,05/28/2014,"Singapur",,,,"1C231",,,,,,,3200
15718,05/28/2014,"Russische Föderation",,,,"2B201a1","2B001b1",,,,,,702000
15633,06/02/2014,"Russische Föderation",,,,"2B201b","2B001c1",,,,,,1786770
15653,06/02/2014,"Pakistan",,,,,"5A001f",,,,,,516002
15667,06/02/2014,"China","2B352b",,,,,,,,,,14900000
15703,06/02/2014,"Deutschland",,,,,,"13d",,,,,30000
15721,06/02/2014,"Ägypten",,,,,"5A002a1a",,,,,,50000
15722,06/02/2014,"Indonesien",,,,,,,5.1,,,,175230
15722,06/02/2014,"Indonesien",,,,,,,5.1,,,,121959
15723,06/02/2014,"China",,,,"2B201a1","2B001b2",,,,,,1500000
15720,06/03/2014,"Russische Föderation",,,,,,,5.1,,,,5247
15724,06/03/2014,"Indien",,,,,,,5.1,,,,7098
15725,06/03/2014,"China",,,,"1B231b2",,,,,,,7000
15725,06/03/2014,"China",,,,"1C235",,,,,,,13000
15726,06/03/2014,"Litauen",,,,"1C231",,,,,,,3950
15729,06/04/2014,"China",,,,,"3A001a2c",,,,,,192150
15730,06/04/2014,"China",,,,,"3A001a2c",,,,,,99700
15732,06/04/2014,"China",,,,,"6A005a6b2",,,,,,325000
15733,06/04/2014,"Taiwan, Provinz von China",,,,,"6A005a6b2",,,,,,470588
15734,06/04/2014,"Oman",,,,,"5D002c1",,,,,,46500
15643,06/05/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,1056562
15727,06/05/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,888000
15735,06/05/2014,"Oman",,,,,"5D002c1",,,,,,46500
15736,06/05/2014,"Oman",,,,,"5D002c1",,,,,,46500
15737,06/05/2014,"Slowakei, Slowakische Republik",,,,,"6A005a6b2",,,,,,413200
15658,06/06/2014,"Brasilien",,,,,,,5.1,,,,1978
15658,06/06/2014,"Brasilien",,,,,,,5.1,,,,1757
15731,06/06/2014,"Russische Föderation",,,,"2B201a2",,,,,,,130668
15738,06/06/2014,"China",,,,"2B201b","2B001c",,,,,,1150000
15740,06/06/2014,"Hong Kong",,,,,"5A001f",,,,,,1500
15741,06/10/2014,"Tunesien","2B350h2",,,,,,,,,,10461
15742,06/10/2014,"Spanien","2B350g2",,,,,,,,,,4530
15743,06/10/2014,"Litauen",,,,,"5A001f",,,,,,1200
15744,06/10/2014,"China",,,,"2B201b1",,,,,,,1080000
15745,06/10/2014,"Indonesien",,"7A103a",,,,,,,,,68854
15746,06/10/2014,"Algerien",,,,,"2B001a",,,,,,170485
15748,06/11/2014,"China","2B350i7",,,,,,,,,,4325901
15749,06/11/2014,"Belarus",,,,,"2B001a",,,,,,423600
15751,06/11/2014,"Taiwan, Provinz von China",,,,,"2B001a",,,,,,166498
15752,06/11/2014,"Singapur",,,,"1C231",,,,,,,4000
15753,06/11/2014,"Malaysia",,,,,"2B001a",,,,,,1000000
15750,06/12/2014,"Russische Föderation",,,,"2B201a1",,,,,,,127925
15754,06/12/2014,"China",,,,"3A228c",,,,,,,6948
15755,06/12/2014,"China",,,,,"6A005a5b",,,,,,66480
15756,06/12/2014,"Iran, Islamische Republik",,,,,,,5.1,,,,200
15757,06/12/2014,"Italien","2B350g2",,,,,,,,,,27040
15758,06/12/2014,"Taiwan, Provinz von China","2B350g3",,,,,,,,,,20500
15759,06/13/2014,"China",,,,"2B201b","2B001c1",,,,,,1505000
15760,06/13/2014,"Brasilien",,,,"2B201a1","2B001b2",,,,,,167130
15761,06/13/2014,"Russische Föderation",,,,"2B201.b1",,,,,,,565311
15762,06/13/2014,"Vereinigte Staaten",,,,,,,5.1,,,,160
15764,06/13/2014,"Südafrika",,,,,,"22a",,,,,5000000
15765,06/13/2014,"China",,,,,"3A002g2",,,,,,301250
15766,06/13/2014,"China",,,,"3A228c",,,,,,,11520
15767,06/16/2014,"Russische Föderation",,,,,,,5.1,,,,3886
15768,06/16/2014,"Ukraine",,,,,"6A005a6b2",,,,,,632295
15769,06/16/2014,"Indien","2B352.b",,,,,,,,,,310000
15770,06/16/2014,"Pakistan","2B350g2",,,,,,,,,,4825
15771,06/16/2014,"Peru",,,,,"6A005a6b2",,,,,,430000
15772,06/16/2014,"Brasilien",,,,,"6A005a6b2",,,,,,313450
15773,06/16/2014,"Kroatien (Hrvatska)",,,,"2B201a","2B001b",,,,,,35380
15774,06/16/2014,"China",,,,,"6A005a6b2",,,,,,208690
15774,06/16/2014,"Saudi-Arabien",,,,,"5D002c1",,,,,,6050000
15775,06/16/2014,"China",,,,,"6A005a6b2",,,,,,208690
15776,06/16/2014,"China",,,,,"2B001a",,,,,,2216900
15778,06/16/2014,"Indien",,,,,200,,,,,,1
15777,06/17/2014,"Thailand",,,,,"2B001a",,,,,,650000
15779,06/17/2014,"Venezuela",,,,,,,5.1,,,,8571
15780,06/17/2014,"Ungarn",,,,,,16,,,,,36900
15781,06/17/2014,"Deutschland",,,,,,"18a",,,,,100000
15782,06/17/2014,"China",,,,,"2B001a",,,,,,395000
15783,06/17/2014,"China",,,,,"2B001a",,,,,,284000
15739,06/18/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,2647697
15747,06/18/2014,"Uruguay",,,,,,,5.1,,,,5040
15786,06/18/2014,"China",,,,"2B201b","2B001c",,,,,,720000
15787,06/18/2014,"China",,,,"2B201.b","2B001c",,,,,,700000
15788,06/18/2014,"Brasilien",,,,,,"10a",,,,,10000
15789,06/18/2014,"Chile",,,,,"5A002a1a",,,,,,314327
15790,06/18/2014,"Russische Föderation",,,,"2B001a","2B001a",,,,,,780751
15791,06/18/2014,"Italien",,,,"2B201a1","2B001b2",,,,,,337390
15792,06/19/2014,"Indien",,,,"1C231",,,,,,,1600
15793,06/19/2014,"Vereinigte Staaten",,,,,,"18a",,,,,1789048
15794,06/19/2014,"China",,,,,"6A005a5b",,,,,,268550
15795,06/19/2014,"China",,,,"2B201b",,,,,,,320000
15796,06/19/2014,"Deutschland",,,,"1C228",,,,,,,15900
15797,06/19/2014,"Tschechische Republik",,,,,,"21b4",,,,,68
15798,06/19/2014,"Frankreich",,,,,,"21b4",,,,,68
15799,06/19/2014,"Deutschland",,,,,,"21b4",,,,,68
15800,06/19/2014,"Hong Kong",,,,"2B201a1","2B001b2",,,,,,1160000
15801,06/19/2014,"Indonesien",,,,,"5D002",,,,,,50
15802,06/19/2014,"Serbien",,,,,"2B001a",,,,,,15000
15803,06/19/2014,"Serbien",,,,,"2B001a",,,,,,11000
15804,06/20/2014,"Serbien",,,,,"2B001a",,,,,,38935
15805,06/20/2014,"Kanada",,,,,,,5.1,,,,200
15806,06/20/2014,"Taiwan, Provinz von China","2B350d3",,,,,,,,,,2865
15807,06/20/2014,"Serbien",,,,"2B001a","2B001a",,,,,,19467
15808,06/20/2014,"Taiwan, Provinz von China","2B350d3",,,,,,,,,,17040
15809,06/20/2014,"Serbien",,,,,"2B001b3",,,,,,63269
15810,06/20/2014,"Singapur",,,,,"6A005a6b2",,,,,,234400
15812,06/20/2014,"Kasachstan",,,,,"5A002.a1",,,,,,46825
15814,06/23/2014,"Serbien",,,,,"2B001a",,,,,,23117
15815,06/23/2014,"Serbien",,,,"2B201b","2B001c",,,,,,42585
15817,06/23/2014,"Serbien",,,,,,,,5.2,,,95000
15818,06/23/2014,"Libanon",,,,,"5A001h",,,,,,161956
15819,06/23/2014,"Brasilien",,,,,"6A005a6b2",,,,,,312520
15820,06/23/2014,"Singapur","1C350.9",,,,,,,,,"3B14",6000
15813,06/24/2014,"Frankreich",,,,,,,5.1,,,,4000
15821,06/24/2014,"Singapur",,,,"1C231",,,,,,,1120
15822,06/24/2014,"Indien",,,,,"5A002a1a",,,,,,11400
15823,06/24/2014,"Russische Föderation",,,,,"2B001a",,,,,,154782
15824,06/24/2014,"Russische Föderation",,,,,"2B001a",,,,,,154782
15825,06/24/2014,"Indien",,,,,,"1a",,,,,9581
15826,06/24/2014,"Tschechische Republik",,,,"2B201b",,,,,,,211560
15828,06/24/2014,"China",,,,"2B201a","2B001b",,,,,,1654000
15829,06/24/2014,"Russische Föderation",,,,"2B201a","2B001b",,,,,,1396424
15830,06/24/2014,"Singapur",,,,"1C231",,,,,,,11250
15831,06/24/2014,"Belarus",,,,"2B201a",,,,,,,1347315
15832,06/25/2014,"Thailand",,,,,,,5.1,,,,1987
15833,06/25/2014,"China",,,,"2B201a1","2B001b2",,,,,,856550
15834,06/25/2014,"Taiwan, Provinz von China","2B350g3",,,,,,,,,,3640
15835,06/25/2014,"Türkei",,,,"2B001a","2B001a",,,,,,152514
15836,06/25/2014,"China",,,,"2B201a1","2B001b2",,,,,,873520
15837,06/25/2014,"Iran, Islamische Republik (SG)",,,,,,,,,,,2014
15838,06/26/2014,"Hong Kong",,,,,"3A001a5a2",,,,,,167440
15839,06/26/2014,"Frankreich",,,,"2B201a1","2B001b2",,,,,,282964
15840,06/26/2014,"Macao",,,,,,,5.1,,,,7060
15840,06/26/2014,"Macao",,,,,,,5.1,,,,14510
15841,06/26/2014,"Sierra Leone",,,,,"5A002.a1",,,,,,3694
15842,06/26/2014,"Indien",,,,,,,5.1,,,,1520
15843,06/26/2014,"Sri Lanka",,,,,,,5.1,,,,9475
15844,06/26/2014,"Belarus",,,,,"2B001a",,,,,,1116619
15845,06/26/2014,"Belarus",,,,,,,5.1,,,,46875
15846,06/26/2014,"Belarus",,,,"2B201a",,,,,,,500000
15846,06/26/2014,"Belarus",,,,"2B201a2","2B001b2",,,,,,753928
15847,06/26/2014,"China",,,,,"2D002",,,,,,10241
15848,06/26/2014,"China",,,,,"2D002",,,,,,10479
15851,06/27/2014,"Slowenien",,,,,"6A005a6b2",,,,,,201551
15853,06/27/2014,"Ägypten",,,,,"6A005a6b2",,,,,,553645
15854,06/27/2014,"Ägypten","2B350e2",,,,,,,,,,20970
15855,06/27/2014,"Thailand",,,,"2B201.a",,,,,,,85000
15849,06/30/2014,"Vereinigte Arabische Emirate",,,,,"5D002c1",,,,,,80000
15856,06/30/2014,"Ägypten",,,,,"6A005a6b2",,,,,,307177
15857,06/30/2014,"Taiwan, Provinz von China",,,,,"6A005a6b2",,,,,,430713
15858,06/30/2014,"China",,,,,"3A001a2c",,,,,,44260
15859,06/30/2014,"Indonesien",,,,,,,5.1,,,,668
15860,06/30/2014,"Kamerun",,,,,,,5.1,,,,745
15861,06/30/2014,"Vereinigte Staaten",,,,,,,5.1,,,,4000
15862,06/30/2014,"Italien",,,,,,"21b",,,,,14780
15863,06/30/2014,"Brasilien","1C351d11",,,,,,,,,,1994
15864,06/30/2014,"Philippinen",,,,,,,5.1,,,,100
15827,07/01/2014,"Russische Föderation",,,,,"2B001a",,,,,,3004400
15850,07/01/2014,"Russische Föderation",,,,,"2B001a",,,,,,1107023
15865,07/01/2014,"Kasachstan",,,,,,"13c",,,,,1005646
15866,07/01/2014,"Singapur",,,,,"3A002g2",,,,,,64020
15867,07/01/2014,"Israel",,,,,"3A001a10c",,,,,,7969
15869,07/01/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,244489
15870,07/01/2014,"Pakistan",,,,,,"18a",,,,,145000
15871,07/01/2014,"Ungarn",,,,"2B201b1",,,,,,,493845
15872,07/02/2014,"Indien","2B350e",,,,,,,,,,52250
15873,07/02/2014,"Slowakei, Slowakische Republik",,,,"2B201b1",,,,,,,297859
15874,07/02/2014,"Taiwan, Provinz von China",,,,"2B201b1",,,,,,,270000
15875,07/02/2014,"Taiwan, Provinz von China",,,,"2B001a","2B001a",,,,,,25000
15876,07/02/2014,"Taiwan, Provinz von China",,,,"2B001a","2B001a",,,,,,25000
15877,07/02/2014,"Taiwan, Provinz von China",,,,"2B001a","2B001a",,,,,,50000
15878,07/02/2014,"China",,,,,"2B005e",,,,,,1150000
15879,07/02/2014,"China",,,,,"2D002",,,,,,21911
15880,07/02/2014,"China",,,,,"2D002",,,,,,86635
15881,07/03/2014,"Ukraine",,,,,"6A005a6b2",,,,,,632295
15882,07/03/2014,"Belarus",,,,"1C231",,,,,,,4000
15883,07/03/2014,"Marokko",,,,,,,,5.2,,,285000
15884,07/04/2014,"Bulgarien","2B350g2",,,,,,,,,,8765
15885,07/04/2014,"Deutschland","2B350g2",,,,,,,,,,11690
15886,07/04/2014,"Bermuda",,,,,,,5.1,,,,17481
15887,07/04/2014,"Russische Föderation",,,,,"2B001a",,,,,,677055
15888,07/04/2014,"China",,,,"3A228c",,,,,,,420480
15889,07/04/2014,"Russische Föderation",,,,,"7A002a1",,,,,,190000
15890,07/04/2014,"Iran, Islamische Republik (SG)",,,,,,,,,,,2737
15852,07/07/2014,"China",,,,,,,5.1,,,,72550
15891,07/07/2014,"Slowakei, Slowakische Republik",,,,"2B201b","2B001c",,,,,,1200000
15892,07/07/2014,"Russische Föderation",,"7A105.b1",,,,,,,,,9184
15893,07/07/2014,"Afghanistan",,,,,,"10a",,,,,9606
15894,07/07/2014,"Russische Föderation",,,,"2B001a","2B001a",,,,,,96277
15895,07/07/2014,"China",,,,,"3A001g2",,,,,,10917
15896,07/08/2014,"Taiwan, Provinz von China",,,,,"2D002",,,,,,12957
15897,07/08/2014,"Belarus",,,,"2B201a",,,,,,,378075
15897,07/08/2014,"Belarus",,,,"2B201a","2B001b",,,,,,5332420
15898,07/08/2014,"Jordanien","2B350g2",,,,,,,,,,17640
15899,07/08/2014,"Frankreich",,,,"2B201a1","2B001b2",,,,,,449653
15900,07/08/2014,"China",,,,,"2B001a",,,,,,127280
15901,07/09/2014,"Russische Föderation",,,,"2B201a",,,,,,,203040
15902,07/09/2014,"Mexiko","2B350i7",,,,,,,,,,115400
15902,07/09/2014,"Mexiko","2B350g4",,,,,,,,,,1
15903,07/09/2014,"Belarus",,,,"2B201a","2B001b",,,,,,5251255
15904,07/09/2014,"Hong Kong",,,,,"6A008d",,,,,,95000
15905,07/09/2014,"Großbritannien (Vereinigtes Königreich)",,,,,,"21b4",,,,,68
15907,07/10/2014,"Thailand",,,,,,,5.1,,,,13290
15908,07/10/2014,"Thailand",,,,,"2B001a",,,,,,10000
15581,07/11/2014,"Südafrika",,,,,"5D002",,,,,,50
15719,07/11/2014,"Äthiopien",,,,,"5A001f",,,,,,291474
15784,07/11/2014,"Bangladesch",,,,,"5A001i",,,,,,1500
15785,07/11/2014,"Brunei Darussalam",,,,,"5A001i",,,,,,1500
15816,07/11/2014,"Marokko",,,,,"5A001i",,,,,,6000
15910,07/11/2014,"Deutschland",,,,,,"18a",,,,,3564
15911,07/11/2014,"Israel",,"9C110",,"1C210b",,,,,,,102440
15912,07/11/2014,"China",,,,,"3A002g2",,,,,,50848
15913,07/11/2014,"Deutschland",,"7A103a",,,"7A003a",,,,,,140000
15914,07/14/2014,"Deutschland",,,,,,"6a",,,,,250
15916,07/14/2014,"Schweden",,,,,,"21b4",,,,,68
15915,07/15/2014,"Vereinigte Staaten",,,,,,"18b",,,,,4257560
15917,07/15/2014,"Südafrika",,,,,,21,,,,,1
15918,07/15/2014,"Saudi-Arabien",,,,,"5D002c1",,,,,,4235000
15919,07/15/2014,"Litauen",,,,,"5A001f",,,,,,197364
15920,07/15/2014,"Italien",,,,,,"21b4",,,,,12316
15923,07/16/2014,"Pakistan","2B350g2",,,,,,,,,,5616
15924,07/16/2014,"China",,,,"2B201a","2B001b",,,,,,280000
15925,07/16/2014,"China",,,,"2B201a","2B001b",,,,,,280000
15926,07/16/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,298712
15927,07/16/2014,"Russische Föderation",,,,"2B201a1","2B001b2",,,,,,298712
15928,07/16/2014,"Russische Föderation",,,,"2B201b","2B001c",,,,,,225729
15929,07/16/2014,"Russische Föderation",,,,"2B201b","2B001c",,,,,,225729
15921,07/17/2014,"Deutschland",,,"0C003",,,,,,,,80000
15930,07/17/2014,"Rumänien",,,,,"6A005a6b2",,,,,,418325
15931,07/17/2014,"Russische Föderation",,,,"2B201a1",,,,,,,701250
15932,07/17/2014,"China",,,,"2B201b","2B001c1",,,,,,1365666
15933,07/17/2014,"Malaysia",,,,,"3A001a7b",,,,,,32210
15906,07/18/2014,"Mexiko","2B352d",,,,,,,,,,22844
15934,07/18/2014,"Hong Kong",,,,,"3A001a2c",,,,,,38890
15936,07/18/2014,"Großbritannien (Vereinigtes Königreich)",,,,,,10,,,,,4680
15937,07/18/2014,"Thailand",,,,,,,5.1,,,,47177
15938,07/18/2014,"Mexiko","2B350g3",,,,,,,,,,11670
15938,07/18/2014,"Mexiko","2B350i4",,,,,,,,,,4500
15938,07/18/2014,"Mexiko","2B350d3",,,,,,,,,,6000
15939,07/18/2014,"Saudi-Arabien","2B350a3",,,,,,,,,,18759
15939,07/18/2014,"Saudi-Arabien","2B350g3",,,,,,,,,,17700
15939,07/18/2014,"Saudi-Arabien","2B350b3",,,,,,,,,,47500
15940,07/18/2014,"Vereinigte Staaten",,,,,,"11a",,,,,819
15941,07/21/2014,"China",,,,,"5A002a1",,,,,,1214
15935,07/22/2014,"Frankreich","2B350.i4",,,,,,,,,,1280
15942,07/22/2014,"Frankreich","2B350.i4",,,,,,,,,,3530
15943,07/22/2014,"Frankreich","2B350.i4",,,,,,,,,,1333
15944,07/22/2014,"Frankreich",,,,,,,,,,"3B17",3
15945,07/22/2014,"Russische Föderation",,,,"2B201a","2B001b",,,,,,864545
15948,07/23/2014,"Bangladesch","2B350g4",,,,,,,,,,15660
15950,07/23/2014,"China",,,,,"6A005a6b2",,,,,,428429
15951,07/23/2014,"Irak",,,,,"5A001h",,,,,,114390
